trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
325,False,"{'a': 0.5, 'e': 0.5611680535493409}",25,5,-37.478295545126585,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.5586824263551489}",30,14,-37.312904648846924,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.5561917710228907}",20,6,1.6569296220014695,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.5536961099684478}",25,16,9.726176867819477,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.5511954656527525}",20,13,-31.256431822284092,"{0: 5, 1: 0, 2: 0, 3: 2, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.548689860581587}",25,9,9.54800501475051,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.5461793173053798}",30,11,-33.57256312327898,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.5436638584190036}",20,6,-38.982920571778656,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
333,False,"{'a': 0.5, 'e': 0.5411435065615714}",25,13,-9.840873645705967,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.5386182844162329}",30,13,0.6315176424996098,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.5360882147099704}",30,8,-64.98875279533354,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.5335533202133941}",20,8,-4.508370132428475,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.5310136237405373}",30,15,13.201992708980393,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.5284691481486512}",20,5,-31.941470675619563,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
339,False,"{'a': 0.5, 'e': 0.525919916337999}",25,14,-10.955995998020047,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.5233659512516495}",25,10,7.257628184315086,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.5208072758752716}",20,7,-16.553632479026984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.5, 'e': 0.5182439132369263}",30,11,-10.347241205339616,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.51567588640686}",20,6,4.647127482844393,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.5131032184972969}",20,12,6.124248283528658,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.5105259326622307}",25,18,14.69437738102597,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.5079440520972166}",20,7,-5.393057412032913,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.5053576000391622}",30,0,-70.98692808470241,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.5027665997661187}",30,19,0.39490585518163646,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.5001710745970709}",30,10,-60.22303014218993,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",1
350,False,"{'a': 0.5, 'e': 0.4975710478917279}",25,11,-110.36453481193347,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 2}",1
351,False,"{'a': 0.5, 'e': 0.4949665430503125}",20,6,-17.39190853246179,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.4923575835133507}",25,14,15.681325079577487,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.48974419276146064}",20,8,-10.97027184688977,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.4871263943151415}",25,9,4.0429557918931724,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.48450421173456165}",30,10,7.8879992153748395,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.48187766861934656}",20,8,15.819764873723678,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.4792467886083666}",25,13,10.275593523707968,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.4766115953795241}",20,3,-53.65608050358908,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.47397211264954026}",20,11,17.562028856886187,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.4713283641737419}",30,8,-3.229259788485151,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
361,False,"{'a': 0.5, 'e': 0.4686803737458475}",30,13,-38.319033394622856,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
362,False,"{'a': 0.5, 'e': 0.4660281651977529}",35,12,-15.350168680859058,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.46337176239931727}",20,8,23.287888531179938,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.46071118925814775}",30,13,8.183341076567991,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.45804646971938473}",25,5,6.057567349411511,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.45537762776548607}",25,10,-24.896986535141977,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.4527046874160113}",25,11,-27.482494263876017,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
368,False,"{'a': 0.5, 'e': 0.4500276727274055}",20,12,12.28749957948788,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.4473466077927829}",25,7,-116.37752673754017,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 2}",1
370,False,"{'a': 0.5, 'e': 0.44466151674170973}",25,13,-50.58150551995823,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
371,False,"{'a': 0.5, 'e': 0.44197242373998735}",30,13,19.62412561959386,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.43927935298943466}",30,11,-2.503765538259783,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.43658232872767017}",20,14,4.610783383975549,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.43388137522789405}",35,14,22.56857551077754,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.4311765167986696}",20,11,11.248787286376313,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.4284677777837044}",20,11,1.7822682726093249,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.42575518256163125}",30,18,25.560174407018994,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.42303875554578896}",20,6,8.94757807880768,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.42031852118400226}",25,9,20.74542167862976,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.417594503958362}",25,15,21.841586463506786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.41486672838500493}",30,20,19.099808228522296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.4121352190138927}",20,11,-33.40684014357792,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
383,False,"{'a': 0.5, 'e': 0.4094000004285913}",20,4,-57.44422971304694,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 1}",1
384,False,"{'a': 0.5, 'e': 0.4066610972460495}",20,3,-25.033773874246606,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
385,False,"{'a': 0.5, 'e': 0.4039185341163774}",20,7,-54.83500724882911,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
386,False,"{'a': 0.5, 'e': 0.40117233572262473}",25,11,20.188179713052946,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.3984225267805585}",25,10,-3.223658441128308,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.39566913203844056}",20,12,14.214479500438337,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.392912176276805}",30,16,6.24297662895894,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.3901516843082352}",25,12,17.774543851098976,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.3873876809771401}",20,13,13.641625523856142,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.38462019115953106}",20,12,14.485256530358734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.3818492397627978}",25,12,-2.640350774251572,"{0: 9, 1: 4, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.3790748517254841}",20,7,-48.246919583963574,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
395,False,"{'a': 0.5, 'e': 0.3762970520170637}",25,9,-4.784592438858025,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.3735158656377151}",30,12,20.22817558936476,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.370731317618097}",25,16,-25.54572002962468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
398,False,"{'a': 0.5, 'e': 0.3679434330191228}",20,10,17.966389555215102,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.365152236931735}",25,13,16.84753125621403,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.3623577544766796}",20,0,-32.16055836673449,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
401,False,"{'a': 0.5, 'e': 0.35956001080427985}",25,17,-8.752858911212009,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.35675903109420987}",20,9,13.922181776632627,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.3539548405552682}",35,17,9.577380570335968,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.3511474644251507}",25,11,-1.9789453561401509,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.34833692797022364}",25,8,-3.127008770734026,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.3455232564852961}",25,10,9.87528481702693,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.3427064752933925}",20,12,-33.78435913319721,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
408,False,"{'a': 0.5, 'e': 0.3398866097455245}",20,9,20.736518953494453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.337063685220463}",30,17,26.345375590033562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.3342377271245097}",25,9,30.850678244093686,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.3314087608912684}",25,17,-3.4810644616891886,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.32857681198141614}",25,14,13.640267668117659,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.32574190588247387}",20,3,21.860443579239007,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.32290406810857747}",20,16,9.787992085706886,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.32006332420024763}",35,21,-65.37902492335047,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
416,False,"{'a': 0.5, 'e': 0.3172196997241605}",20,5,-8.590047035118248,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.31437322027291703}",30,22,2.149573307988816,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.3115239114648131}",25,17,12.772300742944271,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.3086717989436088}",25,15,22.933096872623484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.30581690837829756}",25,14,8.746195679586197,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.30295926546287516}",20,12,4.376142935370867,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.30009889591610855}",30,22,7.267351819836545,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.2972358254813044}",20,12,-30.633892279524673,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.5, 'e': 0.2943700799260773}",20,10,21.03997252073862,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.29150168504211776}",25,16,15.09805747973706,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.2886306666449605}",25,13,7.31931665379226,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.2857570505737517}",20,15,1.6545755444639392,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.28288086269101664}",25,12,-2.224904856550034,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.28000212888242676}",20,16,9.745016477556705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.277120875056567}",30,16,24.88514093138368,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.2742371271447023}",20,0,13.354396185425681,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.2713509111005443}",20,10,11.875660020239717,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.26846225290001813}",25,11,13.227815593874112,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.2655711785410279}",30,19,25.184760961993327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.26267771404322343}",20,8,12.671898449940413,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.25978188544776565}",20,8,25.477895450696625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.2568837188170924}",20,6,10.809116136208615,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.2539832402346837}",25,12,12.160327624670895,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.2510804758048273}",20,15,3.866724052470422,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.24817545165238344}",20,14,10.627784237225013,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.2452681939225499}",30,20,18.23331616474989,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.24235872878062661}",35,21,-5.3283560823682805,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.23944708241178023}",25,17,15.595572324681177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.23653328102080842}",20,10,3.5108000140579856,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.233617350831904}",20,5,8.144911293387803,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.230699318088419}",20,5,19.826596090275565,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.22777920905262847}",20,3,28.123238840540722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.22485705000549394}",20,12,12.704187764479293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.22193286724642716}",35,19,19.2405591690916,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.21900668709305318}",25,14,22.046101696473876,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.2160785358809737}",25,11,2.407924626733643,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.2131484399635298}",20,10,7.437313516979415,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.21021642571156499}",25,20,11.302430499033298,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.2072825195131877}",25,0,29.36889740635059,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
455,False,"{'a': 0.5, 'e': 0.20434674777353398}",35,24,8.43574731032887,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.20140913691452964}",25,9,15.210178357997195,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.19846971337465258}",30,10,-30.88302270285885,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
458,False,"{'a': 0.5, 'e': 0.1955285036086948}",30,14,23.07069535419354,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.19258553408752438}",30,16,-1.5192919395788809,"{0: 10, 1: 4, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.18964083129784712}",20,11,9.627199692801918,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.18669442174196824}",25,16,17.760985225795675,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.18374633193755388}",25,10,11.25029159493722,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.18079658841739238}",25,17,2.358597427157396,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.17784521772915549}",30,10,9.645062357597572,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.1748922464351595}",20,9,6.873080425307139,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.17193770111212608}",20,12,14.09935507626082,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.16898160835094328}",25,20,9.012713171262957,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.1660239947564259}",35,21,29.10459605055717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.1630648869470764}",30,18,16.562621297025178,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.16010431155484509}",20,6,5.408217553584462,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.15714229522489045}",20,12,18.527527817312983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.1541788646153395}",25,16,17.40993868799631,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.15121404639704775}",30,19,-0.24785855934844414,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.1482478672533591}",25,14,-22.272526587501478,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
475,False,"{'a': 0.5, 'e': 0.14528035387986582}",20,11,-8.378213223336397,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.1423115329841683}",25,10,14.003515212534099,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.1393414312856345}",20,16,6.550162995024334,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.1363700755151597}",25,13,-2.7939827425578265,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.13339749241492577}",25,11,-8.523971090222785,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.1304237087381605}",25,20,7.769740925344823,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.12744875124889699}",20,14,12.127408174173887,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.1244726467217325}",20,13,13.897414782417176,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.1214954219415877}",20,8,-20.165667957799688,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
484,False,"{'a': 0.5, 'e': 0.11851710370346552}",20,12,3.9414010038861402,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.11553771881221}",30,21,18.18869463940088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.11255729408226506}",25,2,32.891680970484174,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.10957585633743314}",25,10,-7.394813077717364,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.1065934324106338}",20,9,20.526558867780526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.1036100491436623}",20,13,0.43015629809965095,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.10062573338694786}",25,7,32.63677692861356,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.09764051199931216}",35,9,36.117778608304796,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.09465441184772753}",30,8,37.920888463130325,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.0916674598070752}",20,7,21.800713339267382,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.08867968275990336}",30,15,26.865808848124942,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.08569110759618527}",30,21,17.921684711793176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.08270176121307722}",25,13,21.150484742079772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.0797116705146765}",25,10,18.916793601012643,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.0767208624117792}",30,22,15.866530305456612,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.07372936382163806}",25,10,29.33254322698433,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.07073720166772018}",20,15,4.780756714569501,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.06774440287946479}",20,0,32.55582212605042,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.06475099439204075}",20,13,13.387213571683905,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.06175700314610425}",20,11,7.633950170454662,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.0587624560875563}",30,15,31.014691938756762,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.0557673801673002}",25,13,23.655641893957927,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.052771802340999034}",30,16,29.283974070096768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.049775749568833}",25,16,16.90810981617,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.04677924881525684}",20,10,16.389892439000953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.0437823270487571}",20,0,31.912756326916117,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
